relative_path,size_bytes,sha256
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/ensemble/ap_sp_member_03.h5.meta.json,369,48d9611b538d4c37310f78a206dd4ddb910f2bce72ae12071ecfe0adb0db0489
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/ensemble/ap_sp_member_04.h5,558304,0f2fac05f1f446b04450870a5696f7fe472a9b560806347e92fa999fb5ddffc2
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/ensemble/ap_sp_member_04.h5.meta.json,370,a0bb0b315d86af900df43613e64dc22e5b5155f80c63011136f750394109aac6
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/AP.h5,223560,982d15ed719aa810cc84ae6fac68ceafd28cb19899642fa278cac0571cfdb03e
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/AP.h5.meta.json,367,c157533c0573eb677b0afe989f84a941a20b83b509527f15e62680ba82f6368f
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/AP_SP.h5,558304,e9bb7c1677a282543623728edaf721aad3aa2da99e9a0480ca57f0929ec581fb
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/AP_SP.h5.meta.json,368,2022058923d192e3e44989b3cafee3bc972550e6c635221fa4166d04a26edff2
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/SP.h5,215384,d3c27bc6755e9dbc1fbc5639c550e7a5feabf6d08c05ec4b11a4ebd94b54a797
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/SP.h5.meta.json,366,9e7d52eb784fddfeb45a1807780f17dea207d81e10f406ccda42dda8457d6b40
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/TSNE_AP_SP.h5,702200,d2b527de9b365f9fc04fff7fcdae47ed8afd3377fc088ac70589cc0296578766
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/TSNE_AP_SP.h5.meta.json,375,ef4590f696f4f79cf667643d4428873567a267f7afb599d89aee9fafe1da60dd
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/TSNE_SP.h5,322896,f389f8e231b7a02340babe64c45d9d17d813633afda5ffd543ac560f35fd3571
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/family/TSNE_SP.h5.meta.json,370,879b7a8cc29a9fa2798d155723c017a4079bebbc4e4ae2f54c5707d3549e8033
models/phase3_round001_pre_proposal/family_qbc/pre_proposal/metrics.json,950,952310dd19c13da1972fce658e89bad6ac91af015d72cfbd483323cdc1f5ae54
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_00.h5,558304,1d2a592d5ca57bbfe1b0389891adea78eaf59c90c24c04863e739b7f030e67ad
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_00.h5.meta.json,369,fdcce945e8866e7c3b6690ca7eba6ae9fe0239f1a3fd85ed411ab43cace7a6de
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_01.h5,558304,a17b72573360c076274124d74b9ba5cd48a2e171f0b8a005f8c597b92ef692c7
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_01.h5.meta.json,369,bd7bd772d4c6b179d985792ecb229597f2bccf92f4b1400102b882a315a90ee4
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_02.h5,558304,8d9923e4f288be7dc87c78fbd9666eb2473fe07b886c50580cedff56ab3e965a
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_02.h5.meta.json,368,3f4f6e83d47e0eb55d59d8b2ed3bbcd79d4b4d9c53f9a8aeef40255c82625fe6
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_03.h5,558304,31345cab9279102527e18964d7ada1d729f2929b09d7c208ff5ef924e2889294
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_03.h5.meta.json,367,f6324d489e2f27fa4add18316dbe71256a6d38131aea8924843318397a224b56
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_04.h5,558304,d8c51b0b90eb94776f0ca1a0c3593767b8e5af646548e5d9552b189ad64fa460
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/ensemble/ap_sp_member_04.h5.meta.json,369,0a16048e9e14d53406f011a589df88a4b9e4dda7a1969e68c71622929d4f6644
models/phase3_round001_pre_proposal/predictive_entropy/pre_proposal/metrics.json,957,9951b185faf060aef42f5a3ab93b8881c0fae91e3d99d098fff80d67d7d3c654
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_00.h5,558304,c7adde84ccd0bc4e86655f6403ffcc4ee68b9b04c527fa235f1b3c9ac95f3938
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_00.h5.meta.json,638,f90b35676fa7910a7c581aecd0c3a3ae163221c15717db23a23e9eb53defa063
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_01.h5,558304,07dd264478bd25d03eb968ec96b956d2e3a49231b2639e8e5c743522c616b8da
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_01.h5.meta.json,641,4c85861a63b8b526e193d03e0f0f6724f0ec7f5671c79d0ce64b6e16f08d71ef
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_02.h5,558304,5ada20091d27e7a517764670b59e6f206a6d9962f533272e78253fea39e9982e
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_02.h5.meta.json,638,eafbef00a1f31e11e8944eecfa1cf86a9223be83d774b2bf3ed407cb9cb43280
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_03.h5,558304,aed7da649234dd19ab3186b3b9c530c790e74a2d3fc3b1fc33504d0c56c46478
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_03.h5.meta.json,639,d9dfdde80fe72bf6e42222ad544ce4ef0469ded8c17df61cf3f81e44631ae9cb
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_04.h5,558304,eee5a438e772b8d95155361d7ce956da33142ad40b22900109ab07f8119965fc
models/phase4_ap_sp_fixed_split_ensemble/ensemble/ap_sp_member_04.h5.meta.json,639,ed25c4432f5e8d8263c55f1ad05154914e218e88ea452556bede99c1684aefd4
models/phase4_ap_sp_fixed_split_ensemble/member_calibrations.json,3003,8309668f5a9c50c641c8d9f04630047d6a1a7b989ee5a2b0632ea62dfe83e076
models/phase4_ap_sp_fixed_split_ensemble/model_manifest.json,5438,cdc4048acfc323dcfa66b0a517543031b7a24cf43835dfe54c156e08e30c3fb9
models/phase4_ap_sp_fixed_split_ensemble/training_incumbent.json,351,7f7d123684c33104c5e07dc82285efa976ed1b7925912aec3bbe3f25563f9ef1
models/phase4_ap_sp_fixed_split_ensemble/training_predictions.csv,71338,6b431de64ef371e9e06e4cea3d92e1117aa5129d0090298a43096bf7ba7ece56
models/phase4_ap_sp_fixed_split_ensemble/validation_calibration_report.json,1095,2d0333ebdfd888401dd07a6a57ebb8ab268f93bd57a36b69edab5a0d29398975
models/phase4_ap_sp_fixed_split_ensemble/validation_predictions.csv,18268,fdee9b834925f18edcc7c104f2c11dc503827b62e15cbcd6fa9a4e5f532773c8
models/phase5_initial_replay_point_000/outer_1/initial_10/predictive_entropy/models/replay_point_000/embedding_manifest.json,1422,1e47716e4c506db7c3b85abcc6518958dc25d3f7dbfcebf6c0c51ba972fe5e8d
models/phase5_initial_replay_point_000/outer_1/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,b08a067536416f3ae671d283e44b6d2fa8c22c2d225aac9a1598a45c54ffc92b
models/phase5_initial_replay_point_000/outer_1/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,641,05574d80f1a6f75e4ff5113dc8090f68863e9c6ca9e7c2110d41c897d8dc1613
models/phase5_initial_replay_point_000/outer_1/initial_10/random/models/replay_point_000/embedding_manifest.json,1398,e9c045aa063d383c0e81389bd0341fd7e4b707b68d7f2bd311f99c9eaa4d6cb0
models/phase5_initial_replay_point_000/outer_1/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,b08a067536416f3ae671d283e44b6d2fa8c22c2d225aac9a1598a45c54ffc92b
models/phase5_initial_replay_point_000/outer_1/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,641,05574d80f1a6f75e4ff5113dc8090f68863e9c6ca9e7c2110d41c897d8dc1613
models/phase5_initial_replay_point_000/outer_1/initial_10/self_paced_entropy/models/replay_point_000/embedding_manifest.json,1422,75aca6a7822681a890ea4ee8a0736fae1090cae0f2ad1e56cbbf4110dd0191db
models/phase5_initial_replay_point_000/outer_1/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,b08a067536416f3ae671d283e44b6d2fa8c22c2d225aac9a1598a45c54ffc92b
models/phase5_initial_replay_point_000/outer_1/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,641,05574d80f1a6f75e4ff5113dc8090f68863e9c6ca9e7c2110d41c897d8dc1613
models/phase5_initial_replay_point_000/outer_1/initial_10/static_easy_entropy/models/replay_point_000/embedding_manifest.json,1424,6d428ddeec2f2ec789a04892e6322f798f00ce1034bb6f6c0436fd9d349fef69
models/phase5_initial_replay_point_000/outer_1/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,b08a067536416f3ae671d283e44b6d2fa8c22c2d225aac9a1598a45c54ffc92b
models/phase5_initial_replay_point_000/outer_1/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,641,05574d80f1a6f75e4ff5113dc8090f68863e9c6ca9e7c2110d41c897d8dc1613
models/phase5_initial_replay_point_000/outer_2/initial_10/predictive_entropy/models/replay_point_000/embedding_manifest.json,1423,b639c6972905ec32a7d995b59629afe981727a96ac5f09fb6415de5fb8b2eb7c
models/phase5_initial_replay_point_000/outer_2/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,8767d29575c86bb019b085f7a8573012a2de93ddda358f4a9bd1dedb6dd7c11a
models/phase5_initial_replay_point_000/outer_2/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,640,fdae2608ec70707fae5bd7cc2ee216dee3545d1982df7baf2dd4a500f16b25c1
models/phase5_initial_replay_point_000/outer_2/initial_10/random/models/replay_point_000/embedding_manifest.json,1399,7aeeeafb0c09b1d18e21e951a698e18c8119fc2bcca906e34541d3756da7123b
models/phase5_initial_replay_point_000/outer_2/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,8767d29575c86bb019b085f7a8573012a2de93ddda358f4a9bd1dedb6dd7c11a
models/phase5_initial_replay_point_000/outer_2/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,640,fdae2608ec70707fae5bd7cc2ee216dee3545d1982df7baf2dd4a500f16b25c1
models/phase5_initial_replay_point_000/outer_2/initial_10/self_paced_entropy/models/replay_point_000/embedding_manifest.json,1423,d0e45b4bbeeb746c53fec395404fe840cb4a663b0a2b5e2f63a0be682de7cfd5
models/phase5_initial_replay_point_000/outer_2/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,8767d29575c86bb019b085f7a8573012a2de93ddda358f4a9bd1dedb6dd7c11a
models/phase5_initial_replay_point_000/outer_2/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,640,fdae2608ec70707fae5bd7cc2ee216dee3545d1982df7baf2dd4a500f16b25c1
models/phase5_initial_replay_point_000/outer_2/initial_10/static_easy_entropy/models/replay_point_000/embedding_manifest.json,1425,bf787121cb8275ce2df1b9a58536a70e155c1b75acc5cfd7d1cb3ececd711f28
models/phase5_initial_replay_point_000/outer_2/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,8767d29575c86bb019b085f7a8573012a2de93ddda358f4a9bd1dedb6dd7c11a
models/phase5_initial_replay_point_000/outer_2/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,640,fdae2608ec70707fae5bd7cc2ee216dee3545d1982df7baf2dd4a500f16b25c1
models/phase5_initial_replay_point_000/outer_3/initial_10/predictive_entropy/models/replay_point_000/embedding_manifest.json,1422,d79549599c33e949ff92cd19d5280ddadb597769d5006aa0ec7e77dc686eb3c3
models/phase5_initial_replay_point_000/outer_3/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,deda93c703b50d530e42d465187007a08b479925489b4439025524a05e4b17dc
models/phase5_initial_replay_point_000/outer_3/initial_10/predictive_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,642,0f6f04b9231d5ffe5f55e23e829971e7cf2a2de257e5e7f0e2e90fc7c429bfee
models/phase5_initial_replay_point_000/outer_3/initial_10/random/models/replay_point_000/embedding_manifest.json,1398,6f86b6e3c261e59a8ca814edf27270d86abdbffb41b393e5229b07572742524f
models/phase5_initial_replay_point_000/outer_3/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,deda93c703b50d530e42d465187007a08b479925489b4439025524a05e4b17dc
models/phase5_initial_replay_point_000/outer_3/initial_10/random/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,642,0f6f04b9231d5ffe5f55e23e829971e7cf2a2de257e5e7f0e2e90fc7c429bfee
models/phase5_initial_replay_point_000/outer_3/initial_10/self_paced_entropy/models/replay_point_000/embedding_manifest.json,1422,391c58b3241ce09e7c430bea812411590bdc79b537f1c880197ea480fac11ce8
models/phase5_initial_replay_point_000/outer_3/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,deda93c703b50d530e42d465187007a08b479925489b4439025524a05e4b17dc
models/phase5_initial_replay_point_000/outer_3/initial_10/self_paced_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,642,0f6f04b9231d5ffe5f55e23e829971e7cf2a2de257e5e7f0e2e90fc7c429bfee
models/phase5_initial_replay_point_000/outer_3/initial_10/static_easy_entropy/models/replay_point_000/embedding_manifest.json,1424,6274cce4af133b2723eba74ee98c4cca3867407df186512b81163cde4b0e00e2
models/phase5_initial_replay_point_000/outer_3/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5,558304,deda93c703b50d530e42d465187007a08b479925489b4439025524a05e4b17dc
models/phase5_initial_replay_point_000/outer_3/initial_10/static_easy_entropy/models/replay_point_000/ensemble/ap_sp_member_00.h5.meta.json,642,0f6f04b9231d5ffe5f55e23e829971e7cf2a2de257e5e7f0e2e90fc7c429bfee
MODELS.md,5254,1878fa023cf37d1fffa40c941579c20796fe1f8c5887cc6310a610df37af3c29
PHASE5_RESULTS_SUMMARY.md,7053,bf9c7561140064c7f2f495f4d8dcaf70594cd24ea962b5d1bf6cf7d6c66865c9
README.md,4758,d1070ce4da1dbd5cb11ec2251cc1e01f272fa22a2366cc86c1d112944de796ca
REPOSITORY_CONSISTENCY_AUDIT.md,6625,8e3a3587c46f206ca300d34f6c46cd51bf3a0eb32179f7cb98ebd6a2dfa071ab
REPRODUCIBILITY.md,3022,18e34c65e7f35cb6794320bd7b47fa32bfc8c718c6e4c8cd47d65513ca3d0b72
SA_ML_generative/find_novel_peptides.py,7070,7e30074b6b5d1d5f0c73e529e1e9492a4e7f31cdd69f85bc1c3323061db1e859
SA_ML_generative/genetic_algorithm_library.py,7224,790ae38eed5f52c67e7fa1e6ceb00b3690ac6d644a579f9da88469a8012d9f7a
SA_ML_predictive/code/automate_training.py,9288,f3c9cdb797b5cb4dee7308663dbe904f98468b876c0e051b42cfb4b3cbb2dcae
SA_ML_predictive/code/hyperparameter_selection.py,2408,53088636e7b7f6eeb5c7839dce479ca2e4e79dcdf33cf78ea906fc4553a682c1
SA_ML_predictive/code/models.py,4856,ab355d114f481cd924ed6b6e7d2281dda995893d7476a3da6348b001269acb88
SA_ML_predictive/code/output_thr.py,6890,f6738e3fe6a05a6de6fb6c9b96019c38254e6d6d213a72efb0de5e12e96e8a26
SA_ML_predictive/code/predict.py,2502,c80c4f59f023be0ff0ec600ba7b6c207ab6acbab8e5e37f7bf2534ce69258ddb
SA_ML_predictive/code/thr_evaluation.py,2582,a1eba056f4aef770aca77d4965352d44137e46e44452d61f6a98d9926c51eacb
SA_ML_predictive/code/training.py,5091,22b70a1bee548eca414e19e49f9a68cbc68471823e523dfc49168ef3ba544204
SA_ML_predictive/code/utils.py,9034,a6f24219a118731e30206548f7b747eeea9933419195968b5731db431df8410f
SA_ML_predictive/data/amino_acids_AP.npy,622,490ae539f0713ed9bc588cc54116fb891e607aaf9c8aa62bc61b7809a66dfe44
SA_ML_predictive/data/data_SA.csv,4182,f472be49e4d6ea4e7b61443388690d1623db4779f4bc39f6488b11459cec8ae1
SA_ML_predictive/data/dipeptides_AP.npy,7959,0782d61dfe262f99020e9dc44926788423141fa6cea253e3af376a1fc4c53f35
SA_ML_predictive/data/seed.txt,9,166a7e61a78ae2695cab84ba67984caa3dfed7f72f1d17c56a647fa82b5da769
SA_ML_predictive/data/tripeptides_AP.npy,175575,9f67aadc621828f1f1495e2657624e6cacd5e3a65f4a2d9a380ad43d5593ba2e
SA_ML_predictive/data/TSNE_SP_1_component.npy,959,dabec7715be7c0aa98d48499d020c5a1115c555d963b6b459bf92d68c0517877
SA_ML_predictive/data/TSNE_SP_2_components.npy,959,a4cdd03b9aeac6db3e5fee5cc1640f9ac4729a61fc9d39d572550271d5524d80
SA_ML_predictive/data/TSNE_SP_3_components.npy,959,dabec7715be7c0aa98d48499d020c5a1115c555d963b6b459bf92d68c0517877
scripts/validate_release.py,5343,1d6269378254b6248f499197f50f4c1d7c7a412051fe7f300cde2c086d544fad
SECURITY_AND_PRIVACY.md,1034,2969021b114f3f19c6229ffd8d86c6e065c9652c459454a9436206175fbacb79
SUPEK_RUNBOOK.md,8535,93f330a65096539683683540ed960095876167545c87c14547b8b17b75bc2f24
tests/__pycache__/test_phase3_strategy_selection.cpython-311.pyc,24056,94f032018e685fb39bbbe1fd97bef97143915481772945eacb35b86b1cdc5889
tests/__pycache__/test_phase4_bo.cpython-311.pyc,32802,17b9efdc7b0f20dcbf4912599c8a1317c3563dfc5c9809832d16adf7a5267a8a
tests/__pycache__/test_phase4_diversity.cpython-311.pyc,23818,cdc4891d3abc8c63655f8fffb38a873779faba5c6cc3d29eb967ed9b96ad2e69
tests/__pycache__/test_phase5_self_paced.cpython-311.pyc,50616,dd4b2df5349e34f1582401653ef4796f2c72886ef7711904a17dbb519dd32b9f
tests/test_active_learning_thesis.py,97683,00823d48fe9173b2cf74dacc1c9a8c0f7ec2a36683a20676a0a921cbb5500976
tests/test_md_orchestrator.py,16102,422ccd27c5a20db20affd89426def323d217a0b8c6407efba75d164540965a3d
tests/test_md_workflow.py,31254,e1f00ffec0e0d68ccd4217f703f103cbc43706b12ba996d0337334e18714e4ac
tests/test_optional_evaluator_study.py,6652,f96fc3d730d7d87d995b328f8f836d5e5bbe93b81dde07489d8ab003090fae70
tests/test_phase1_reproduction.py,17888,f91e418b90df84ef3b4eec2805f11b0d9e745095f207c4f36ac3918200105490
tests/test_phase2_replay.py,16425,483320e3b6d73527fe1fc03d5592886d27d3feabbf652a4445c304b4b772cfdf
tests/test_phase3_real_al.py,48150,a227c7b5b1306092fd0911d0aaa63252533dbc8a805c6dc42d7fbf693c8328a5
tests/test_phase3_strategy_selection.py,18029,5b98aeaf5250b2305256264348592a315d837b3d0cad969b275b5571aa31a8a7
tests/test_phase4_bo.py,19833,4bfc45d485df1ef00d6f664f6741e654e22afc0406aceff41acf650c98fa4678
tests/test_phase4_diversity.py,14045,4dad8e5c2e2d8497ab010c6e1c60047574b8b6980e547dd145cb15721e85f785
tests/test_phase5_self_paced.py,27320,9c2bd5fdd3bc6b3b6b29ea85e7e1f4213ca9544f5020a24b8f387164918f9766
tests/test_study.py,19178,d9ff17f8504b79b2bcc1b0f7ab9accdcc95590532fd471fd3f554375ae699e42
tests/test_thesis_canary.py,3908,96113332b1c82714b5df48962e80f86d71a723bcad73d12a561c941c79887642
tests/test_thesis_figures.py,6798,2f2f95d511ca6098e013d7a7f7169188d9edd331c5ea54b8a99abda2eb3be646
tests/test_thesis_freeze.py,8782,6c367cf1faa9a5c8d2d7dfc933162fd86994356a07d236716c0a42b3ff690685
tests/test_thesis_packet.py,4979,c00b524230df67c28446b18dcc4d7264dc4b7b4ff955fd54cfb01cfe8f9bed4d
THESIS_CANONICAL_RESULTS_INDEX.md,4461,9eabac26f27e9e065e9e971d9bf68eb8c9fa3e346071a781bdfd0b1f60b20063
THESIS_CGMD_PARAMETER_CONTRACT.md,7252,d21f7fed3a2a5ff7e3e9fc9be04ad713579dd1e8909e232befdbc6cd184a0bd8
THESIS_FEATURE_RUNTIME_SHAPES.md,9686,4b1ed1b90e3a0cc60fcfb217e60d76bb2355155690836c371046aa5ff6835c22
THESIS_FIGURE_TABLE_PLAN.md,4049,34be5db69841e771fd835db7377c19e45e2f79e1df6072927f66bf2b221664a7
THESIS_HANDOFF_FOR_NEXT_MODEL.md,31792,ac3a2335622bdc138dddfec31921e3962596098c38de73129dbf266a06ae8a5c
THESIS_METHODOLOGY_TECHNICAL_SUMMARY.md,49695,c6e9ce81ed7c4747c0e9826486bb0186af8b529c84fc6a25fc2937a83788cf60
THESIS_PREDICTIVE_MODEL_ARCHITECTURE.md,4374,f480d66ee6ed20e01fb47b2de7c542383e4e18516b9be225bb286380469fd3db
thesis_reporting/cross_phase_evidence_matrix.csv,2632,26d66ee270c3ccd9860f09d9d6d96ee202d3b16265b9949974ab22a27646a758
thesis_reporting/DERIVED_SUMMARY_PROVENANCE.csv,18588,cfaf077b80a6ad834671b83d18d54a03462bea19f047ebbebcb50403e6b075cc
thesis_reporting/phase1_model_family_summary.csv,4884,69d5c8a2c78c6e52c1c1381e50a7a5912e768a77d703ab9638681c588f15a779
thesis_reporting/phase1_outer_fold_metrics.csv,5418,db489065508c078fe211c1169774e6478d389176a837606b5be2b5e58c2521a3
thesis_reporting/phase2_foldwise_metrics.csv,13826,48a1720e6340accaf629d5771ea137d2ff1ac8a34e25ccc6a913f7cf483ec89d
thesis_reporting/phase2_paired_vs_random.csv,22521,feb8d9a2fe310daf71dbe6f5a9a9e096ce64f2be46369cd8149a2a8078e330c0
thesis_reporting/phase2_strategy_summary_n0_10.csv,7205,4d10bb9e0ed2ccb830ab3d07d871eb785307ab0c2eb30b334283da65a70da212
thesis_reporting/phase2_strategy_summary_n0_40.csv,7217,f3dd69041a873b88731f20ee7be5aca5ceb44b65c9b7e79131e32b1a60615044
thesis_reporting/phase3_branch_overlap.csv,517,ae7256d975456777894f1f630ffb0901fab772fa9774ac9623fd91a71d026e80
thesis_reporting/phase3_branch_summary.csv,447,f7c62abd69e4560b5764d5cbbc8b1efd0f980019de607371c62b01faa5832800
thesis_reporting/phase3_round_outcomes.csv,33902,8c908f6d59663b1219f396b4da3ef5135462b1559f6219438588d100f3753a6d
thesis_reporting/phase3_strategy_selection_evidence.csv,11735,3625cc631e75aea9ec9578535210b5f94839075bf227d2b77f7aaad4bae83dbf
thesis_reporting/phase3_terminal_holdout.csv,2292,fbf20b68c06ec9864244e5aa31035873c938caf7071f08b786aa2e9b5e80f989
thesis_reporting/phase4_assessment_inventory.csv,9361,4dcbbb401a24d1e7a0b780493b1eede49d9866cc99b1bb41dc7b01899fe3c3df
thesis_reporting/phase4_metric_conflicts.csv,40,7495377acffb566601f25ea7933c01edbbeea1eddc2afbb1203b5cd2a44bf97e
thesis_reporting/phase4_policy_exact_overlap.csv,634,19dcf56a8c0fd376d1d7fb1c0fdb7409012b321e13c387575304ec022c5fd69a
thesis_reporting/phase4_policy_summary.csv,1189,68d3626bd3160dbdf9714c23649df7d2296741b8887e876e7eae8e52ab2c217e
thesis_reporting/phase4d_tradeoffs.csv,3702,17c7becb6d06485ce699c1797a981ef22a0263e953905ac53a56b9904bea3b06
thesis_reporting/phase5_foldwise_aulc.csv,1698,c4ac77e8e5de273f4ca661338117e562f499ec0b3987d20ab0f83c90166aef34
thesis_reporting/phase5_proxy_summary.csv,610,a23bc6a3888be7e99a33a80a65ffb5cee2a5679087b2c5e814b6387be68e1b2c
thesis_reporting/phase5_runtime_summary.csv,466,9ebb1983319050905e83998ec3bc9023f2e8e9d8f7118c49a7498b96f21cf523
thesis_reporting/phase5_strategy_summary.csv,2775,27db9b6a92c682366749cc1c84c06c006c092c81602f127f81c498ec777cd894
thesis_reporting/README.md,797,319dedb5d144258f621011415597932bc5b4d5dfb763c6cb6b8838669da1b67c
thesis_reporting/SHA256_MANIFEST.csv,3357,d69b1852bff9089cab4ff55f6206bdf15e0d57b8a19c52699a0889b974a4abd5
thesis_reporting/shared_cgmd_inventory.csv,51075,be74bdfd606a1699cf28cb4fcd5cfa03e2e56804ac8895fc5fbf8f7db12bbfaa
thesis_reporting/superseded_and_unresolved.csv,1559,7307036ccb07d364b27d01dc8cf54c3acdd3962f9a73b3c8d6635e578ab8d39b
thesis_reporting/thesis_version_metadata.json,1449,d6926b8a9ea846204d992b4433ccf20af2e792393ad9c37c12c0b33e0693043a
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/CLAIMS_AND_CAVEATS.md,1690,1888c48bb44d641948120646ed74234f28a0fb843c1f1e010343d662637cac5e
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/DATA_PROVENANCE.md,2048,527fe09f04f0ad9c6d06c8ac246e58964a80b636c427db0e65a2c22a5fe6e323
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/FIGURE_GALLERY.html,9092,cb7449059a1e8a33d23f7a5129eafa0a1db824203c649f1195f615063172f95b
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/FIGURE_INDEX.csv,10366,678f60dc7e5787cde1bab44b587ab62c6ded0f2cd5da301f2f2c1ec248a983b3
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/FIGURE_REVIEW.md,1877,60523a4668235b707747a1b1916ff65dd117113639e1c5550c6c035b5bf415fe
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/phase_status.csv,875,21f2f970d048d2a2bdd6100d51e7c4c64c9e5233e191e9db0f169b51364b0c3a
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/PHASE5_RESULTS_SUMMARY.md,7053,bf9c7561140064c7f2f495f4d8dcaf70594cd24ea962b5d1bf6cf7d6c66865c9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/REPOSITORY_CONSISTENCY_AUDIT.md,6625,8e3a3587c46f206ca300d34f6c46cd51bf3a0eb32179f7cb98ebd6a2dfa071ab
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/THESIS_CGMD_PARAMETER_CONTRACT.md,7252,d21f7fed3a2a5ff7e3e9fc9be04ad713579dd1e8909e232befdbc6cd184a0bd8
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/THESIS_FEATURE_RUNTIME_SHAPES.md,9686,4b1ed1b90e3a0cc60fcfb217e60d76bb2355155690836c371046aa5ff6835c22
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/THESIS_HANDOFF_FOR_NEXT_MODEL.md,31792,ac3a2335622bdc138dddfec31921e3962596098c38de73129dbf266a06ae8a5c
